INQUISIT_bart___script.startdate,INQUISIT_bart___script.starttime,script.subjectid,INQUISIT_bart___script.elapsedtime,INQUISIT_bart___computer.platform,INQUISIT_bart___values.completed,INQUISIT_bart___values.ballooncount,INQUISIT_bart___values.ballooncount_10,INQUISIT_bart___values.ballooncount_20,INQUISIT_bart___values.ballooncount_30,INQUISIT_bart___values.totalpumpcount,INQUISIT_bart___values.totalpumpcount_10,INQUISIT_bart___values.totalpumpcount_20,INQUISIT_bart___values.totalpumpcount_30,INQUISIT_bart___values.averagepumpcount,INQUISIT_bart___values.averagepumpcount_10,INQUISIT_bart___values.averagepumpcount_20,INQUISIT_bart___values.averagepumpcount_30,INQUISIT_bart___values.total_explosions,INQUISIT_bart___values.total_explosions_10,INQUISIT_bart___values.total_explosions_20,INQUISIT_bart___values.total_explosions_30,INQUISIT_bart___values.nonexplodedballoons,INQUISIT_bart___values.nonexplodedballoons_10,INQUISIT_bart___values.nonexplodedballoons_20,INQUISIT_bart___values.nonexplodedballoons_30,INQUISIT_bart___values.adjustedtotalpumpcount,INQUISIT_bart___values.adjustedtotalpumpcount_10,INQUISIT_bart___values.adjustedtotalpumpcount_20,INQUISIT_bart___values.adjustedtotalpumpcount_30,INQUISIT_bart___values.adjustedaveragepumpcount,INQUISIT_bart___values.adjustedaveragepumpcount_10,INQUISIT_bart___values.adjustedaveragepumpcount_20,INQUISIT_bart___values.adjustedaveragepumpcount_30,INQUISIT_delay_current___script.groupid,INQUISIT_delay_current___script.startdate,INQUISIT_delay_current___script.starttime,INQUISIT_delay_current___script.elapsedtime,INQUISIT_delay_current___computer.platform,INQUISIT_delay_current___values.completed,INQUISIT_delay_current___expressions.nips,INQUISIT_delay_current___values.t3_ip_found,INQUISIT_delay_current___values.t3_ip,INQUISIT_delay_current___values.t4_ip_found,INQUISIT_delay_current___values.t4_ip,INQUISIT_delay_current___values.t5_ip_found,INQUISIT_delay_current___values.t5_ip,INQUISIT_delay_current___values.p4_ip_found,INQUISIT_delay_current___values.p4_ip,INQUISIT_delay_current___text.subjectquestion.currentitem,INQUISIT_delay_current___text.subjectanswer.currentitem,INQUISIT_delay_original___script.groupid,INQUISIT_delay_original___script.startdate,INQUISIT_delay_original___script.starttime,INQUISIT_delay_original___script.elapsedtime,INQUISIT_delay_original___computer.platform,INQUISIT_delay_original___values.completed,INQUISIT_delay_original___expressions.nips,INQUISIT_delay_original___values.t1_ip_found,INQUISIT_delay_original___values.t1_ip,INQUISIT_delay_original___values.t2_ip_found,INQUISIT_delay_original___values.t2_ip,INQUISIT_delay_original___values.t3_ip_found,INQUISIT_delay_original___values.t3_ip,INQUISIT_delay_original___values.t4_ip_found,INQUISIT_delay_original___values.t4_ip,INQUISIT_delay_original___values.t5_ip_found,INQUISIT_delay_original___values.t5_ip,INQUISIT_delay_original___values.p1_ip_found,INQUISIT_delay_original___values.p1_ip,INQUISIT_delay_original___values.p2_ip_found,INQUISIT_delay_original___values.p2_ip,INQUISIT_delay_original___values.p3_ip_found,INQUISIT_delay_original___values.p3_ip,INQUISIT_delay_original___values.p4_ip_found,INQUISIT_delay_original___values.p4_ip,INQUISIT_delay_original___values.p5_ip_found,INQUISIT_delay_original___values.p5_ip,INQUISIT_delay_original___text.subjectquestion.currentitem,INQUISIT_delay_original___text.subjectanswer.currentitem,INQUISIT_delay_v2___script.groupid,INQUISIT_delay_v2___script.startdate,INQUISIT_delay_v2___script.starttime,INQUISIT_delay_v2___script.elapsedtime,INQUISIT_delay_v2___computer.platform,INQUISIT_delay_v2___values.completed,INQUISIT_delay_v2___expressions.nips,INQUISIT_delay_v2___values.t1_ip_found,INQUISIT_delay_v2___values.t1_ip,INQUISIT_delay_v2___values.t2_ip_found,INQUISIT_delay_v2___values.t2_ip,INQUISIT_delay_v2___values.t3_ip_found,INQUISIT_delay_v2___values.t3_ip,INQUISIT_delay_v2___values.t4_ip_found,INQUISIT_delay_v2___values.t4_ip,INQUISIT_delay_v2___values.t5_ip_found,INQUISIT_delay_v2___values.t5_ip,INQUISIT_delay_v2___values.p1_ip_found,INQUISIT_delay_v2___values.p1_ip,INQUISIT_delay_v2___values.p2_ip_found,INQUISIT_delay_v2___values.p2_ip,INQUISIT_delay_v2___values.p3_ip_found,INQUISIT_delay_v2___values.p3_ip,INQUISIT_delay_v2___values.p4_ip_found,INQUISIT_delay_v2___values.p4_ip,INQUISIT_delay_v2___values.p5_ip_found,INQUISIT_delay_v2___values.p5_ip,INQUISIT_delay_v2___text.subjectquestion.currentitem,INQUISIT_delay_v2___text.subjectanswer.currentitem,INQUISIT_gonogo___script.startdate,INQUISIT_gonogo___script.starttime,INQUISIT_gonogo___script.elapsedtime,INQUISIT_gonogo___computer.platform,INQUISIT_gonogo___values.completed,INQUISIT_gonogo___expressions.errorrate,INQUISIT_gonogo___expressions.errorrate_gotarget,INQUISIT_gonogo___expressions.errorrate_Nogotarget,INQUISIT_gonogo___expressions.error_verticalcue,INQUISIT_gonogo___expressions.error_horizontalcue,INQUISIT_gonogo___expressions.omissionerror_v,INQUISIT_gonogo___expressions.inhibitionerror_v,INQUISIT_gonogo___expressions.omissionerror_h,INQUISIT_gonogo___expressions.inhibitionerror_h,INQUISIT_gonogo___expressions.meanrt,INQUISIT_gonogo___expressions.meanrt_verticalcue_gotarget,INQUISIT_gonogo___expressions.meanrt_horizontalcue_gotarget
,,70001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90717.0,11:02:11,70002,373328,win,1.0,30.0,10.0,10.0,10.0,1137.0,381.0,320.0,436.0,37.9,38.1,32.0,43.6,8.0,3.0,3.0,2.0,22.0,7.0,7.0,8.0,870.0,260.0,220.0,390.0,39.54545455,37.14285714,31.42857143,48.75,1,90717.0,11:21:59,262392.0,win,1.0,3.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,Would you rather have  (a) $0 now or (b) $10 in 365 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90717.0,11:08:38,791194,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.712,285.21,287.72
41317.0,15:58:00,70003,0:00:00,win,1.0,30.0,10.0,10.0,10.0,1042.0,367.0,356.0,319.0,34.73333333,36.7,35.6,31.9,9.0,1.0,6.0,2.0,21.0,9.0,4.0,8.0,815.0,361.0,187.0,267.0,38.80952381,40.11111111,46.75,33.375,,,,,,,,,,,,,,,,,,1,41317.0,16:22:57,921221.0,win,1.0,10.0,1.0,9.5,1.0,9.5,1.0,8.5,1.0,7.5,1.0,5.0,1.0,9.5,1.0,9.0,1.0,6.5,1.0,6.5,1.0,5.5,Would you rather have  (a) $9.5 for sure or (b) $10 with a 100% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41317.0,16:09:10,0:00:00,win,1.0,0.008,0.0,0.016,0.008,0.008,0.0,0.04,0.0,0.01,300.712,301.02,299.48
41817.0,18:07:45,70004,0:00:00,win,1.0,30.0,10.0,10.0,10.0,664.0,84.0,261.0,319.0,22.13333333,8.4,26.1,31.9,6.0,0.0,2.0,4.0,24.0,10.0,8.0,6.0,582.0,84.0,248.0,250.0,24.25,8.4,31.0,41.66666667,,,,,,,,,,,,,,,,,,1,41817.0,18:29:36,819781.0,win,1.0,10.0,1.0,9.5,1.0,9.5,1.0,9.0,1.0,1.0,1.0,1.5,1.0,9.5,1.0,9.5,1.0,8.5,1.0,8.0,1.0,4.5,Would you rather have  (a) $5 for sure or (b) $10 with a 25% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41817.0,18:14:19,0:00:00,win,1.0,0.5,1.0,0.0,0.8,0.2,1.0,0.0,1.0,0.0,,,
90617.0,15:17:54,70005,270418,win,1.0,30.0,10.0,10.0,10.0,891.0,202.0,356.0,333.0,29.7,20.2,35.6,33.3,10.0,3.0,2.0,5.0,20.0,7.0,8.0,5.0,733.0,158.0,340.0,235.0,36.65,22.57142857,42.5,47.0,1,90617.0,15:37:00,322203.0,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $8 for sure or (b) $10 with a 50% chance?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90617.0,15:23:37,770691,win,1.0,0.004,0.0,0.008,0.0,0.008,0.0,0.0,0.0,0.01,349.032,348.69,350.4
90517.0,11:28:49,70006,312372,win,1.0,30.0,10.0,10.0,10.0,781.0,342.0,206.0,233.0,26.03333333,34.2,20.6,23.3,7.0,2.0,5.0,0.0,23.0,8.0,5.0,10.0,650.0,264.0,153.0,233.0,28.26086957,33.0,30.6,23.3,1,90517.0,11:48:48,244395.0,win,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,Would you rather have  (a) $2 now or (b) $10 in 30 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90517.0,11:34:47,797486,win,1.0,0.948,0.968,0.9279999999999999,0.96,0.9359999999999999,0.97,0.92,0.96,0.93,300.25,325.6666667,224.0
42517.0,9:52:17,70007,0:00:00,win,1.0,30.0,10.0,10.0,10.0,1087.0,320.0,318.0,449.0,36.23333333,32.0,31.8,44.9,10.0,5.0,2.0,3.0,20.0,5.0,8.0,7.0,807.0,166.0,277.0,364.0,40.35,33.2,34.625,52.0,,,,,,,,,,,,,,,,,,0:00:00,42517.0,10:00:55,915643.0,win,1.0,10.0,1.0,9.5,1.0,9.5,1.0,6.5,1.0,5.5,1.0,6.0,1.0,10.0,1.0,8.0,1.0,5.5,1.0,4.5,1.0,3.5,Would you rather have  (a) $8 now or (b) $10 in 365 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42517.0,10:16:50,816247,win,1.0,0.004,0.0,0.008,0.0,0.008,0.0,0.0,0.0,0.01,330.55199999999996,333.62,318.28
90617.0,16:53:11,70008,439669,win,1.0,30.0,10.0,10.0,10.0,599.0,173.0,192.0,234.0,19.96666667,17.3,19.2,23.4,6.0,1.0,3.0,2.0,24.0,9.0,7.0,8.0,551.0,167.0,163.0,221.0,22.95833333,18.55555556,23.28571429,27.625,1,90617.0,17:23:03,385612.0,win,1.0,2.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,Would you rather have  (a) $3.5 for sure or (b) $10 with a 50% chance?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90617.0,17:05:17,796058,win,1.0,0.004,0.008,0.0,0.008,0.0,0.01,0.0,0.0,0.0,331.07258060000004,328.6565657,340.64
42717.0,17:54:33,70009,0:00:00,win,1.0,30.0,10.0,10.0,10.0,1130.0,286.0,380.0,464.0,37.66666667,28.6,38.0,46.4,8.0,0.0,4.0,4.0,22.0,10.0,6.0,6.0,920.0,286.0,299.0,335.0,41.81818182,28.6,49.83333333,55.83333333,,,,,,,,,,,,,,,,,,0:00:00,42717.0,18:17:10,639698.0,win,1.0,10.0,1.0,9.5,1.0,10.0,1.0,9.5,1.0,9.0,1.0,9.0,1.0,9.5,1.0,6.5,1.0,6.5,1.0,4.0,1.0,1.5,Would you rather have  (a) $8.5 now or (b) $10 in 30 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42717.0,18:02:03,0:00:00,win,1.0,0.5,1.0,0.0,0.8,0.2,1.0,0.0,1.0,0.0,,,
50317.0,11:42:36,70010,0:00:00,win,1.0,30.0,10.0,10.0,10.0,319.0,90.0,112.0,117.0,10.63333333,9.0,11.2,11.7,3.0,1.0,1.0,1.0,27.0,9.0,9.0,9.0,298.0,82.0,108.0,108.0,11.03703704,9.111111111,12.0,12.0,,,,,,,,,,,,,,,,,,1,50317.0,12:01:11,819662.0,win,1.0,10.0,1.0,9.5,1.0,9.5,1.0,5.0,1.0,1.5,1.0,3.5,1.0,9.5,1.0,7.5,1.0,4.0,1.0,4.0,1.0,3.0,Would you rather have  (a) $8 now or (b) $10 in 365 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50317.0,11:47:29,0:00:00,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.176,376.6,374.48
50317.0,9:35:18,70011,0:00:00,win,1.0,30.0,10.0,10.0,10.0,854.0,177.0,325.0,352.0,28.46666667,17.7,32.5,35.2,5.0,1.0,3.0,1.0,25.0,9.0,7.0,9.0,721.0,175.0,223.0,323.0,28.84,19.44444444,31.85714286,35.88888889,,,,,,,,,,,,,,,,,,1,50317.0,10:00:20,622187.0,win,1.0,10.0,1.0,9.5,1.0,9.5,1.0,9.5,1.0,9.5,1.0,9.5,1.0,9.5,1.0,9.0,1.0,6.5,1.0,4.5,1.0,2.5,Would you rather have  (a) $8 now or (b) $10 in 180 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50317.0,9:44:48,0:00:00,win,1.0,0.092,0.17600000000000002,0.008,0.128,0.055999999999999994,0.16,0.0,0.24,0.01,384.6601942,385.86904760000004,379.3157895
51117.0,17:31:33,70012,0:00:00,win,1.0,30.0,10.0,10.0,10.0,800.0,265.0,269.0,266.0,26.66666667,26.5,26.9,26.6,16.0,4.0,4.0,8.0,14.0,6.0,6.0,2.0,488.0,193.0,205.0,90.0,34.85714286,32.16666667,34.16666667,45.0,,,,,,,,,,,,,,,,,,0:00:00,51117.0,17:54:19,911046.0,win,1.0,10.0,1.0,0.5,1.0,9.5,1.0,6.5,1.0,1.0,1.0,2.0,1.0,9.5,1.0,9.5,1.0,9.5,1.0,5.5,1.0,4.0,Would you rather have  (a) $4 for sure or (b) $10 with a 90% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51117.0,17:39:35,0:00:00,win,1.0,0.016,0.008,0.024,0.024,0.008,0.01,0.08,0.0,0.01,371.43548389999995,369.6666667,378.44
42717.0,15:44:45,70013,0:00:00,win,1.0,30.0,10.0,10.0,10.0,730.0,97.0,217.0,416.0,24.33333333,9.7,21.7,41.6,10.0,2.0,2.0,6.0,20.0,8.0,8.0,4.0,473.0,79.0,194.0,200.0,23.65,9.875,24.25,50.0,,,,,,,,,,,,,,,,,,0:00:00,42717.0,16:12:40,690589.0,win,1.0,10.0,1.0,10.0,1.0,9.5,1.0,8.5,1.0,7.0,1.0,1.5,1.0,9.5,1.0,8.5,1.0,8.0,1.0,5.5,1.0,4.5,Would you rather have  (a) $4.5 for sure or (b) $10 with a 75% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42717.0,15:58:39,0:00:00,win,1.0,0.008,0.008,0.008,0.0,0.016,0.0,0.0,0.04,0.01,334.0483871,329.74,352.0
60817.0,14:59:52,70014,428777,win,1.0,30.0,10.0,10.0,10.0,1219.0,354.0,359.0,506.0,40.63333333,35.4,35.9,50.6,11.0,2.0,5.0,4.0,19.0,8.0,5.0,6.0,880.0,336.0,215.0,329.0,46.31578947,42.0,43.0,54.83333333,,,,,,,,,,,,,,,,,,1,60817.0,15:34:32,893026.0,win,1.0,10.0,1.0,9.5,1.0,9.5,1.0,6.0,1.0,6.0,1.0,8.0,1.0,10.0,1.0,6.5,1.0,6.0,1.0,5.0,1.0,4.0,Would you rather have  (a) $6.5 now or (b) $10 in 30 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60817.0,15:21:13,0:00:00,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.35200000000003,309.91,322.12
60117.0,16:10:39,70015,707361,win,1.0,30.0,10.0,10.0,10.0,882.0,281.0,297.0,304.0,29.4,28.1,29.7,30.4,4.0,1.0,2.0,1.0,26.0,9.0,8.0,9.0,806.0,275.0,235.0,296.0,31.0,30.55555556,29.375,32.88888889,,,,,,,,,,,,,,,,,,0:00:00,60117.0,16:36:46,1211134.0,win,1.0,9.0,1.0,9.5,1.0,9.5,1.0,9.5,1.0,9.5,1.0,7.0,1.0,9.5,1.0,9.5,1.0,9.0,1.0,5.5,0.0,0.0,Would you rather have  (a) $9 now or (b) $10 in 30 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60117.0,16:23:06,784471,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.552,312.03,294.64
60617.0,13:39:55,70017,457875,win,1.0,30.0,10.0,10.0,10.0,1457.0,315.0,720.0,422.0,48.56666667,31.5,72.0,42.2,23.0,6.0,9.0,8.0,7.0,4.0,1.0,2.0,301.0,193.0,87.0,21.0,43.0,48.25,87.0,10.5,,,,,,,,,,,,,,,,,,1,60617.0,14:01:21,927171.0,win,1.0,10.0,1.0,10.0,1.0,9.0,1.0,6.5,1.0,1.5,1.0,1.0,1.0,9.5,1.0,9.5,1.0,3.0,1.0,1.0,1.0,1.0,Would you rather have  (a) $7.5 for sure or (b) $10 with a 25% chance?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60617.0,13:48:04,0:00:00,win,1.0,0.004,0.0,0.008,0.0,0.008,0.0,0.0,0.0,0.01,306.584,308.01,300.88
60217.0,14:39:04,70018,419519,win,1.0,30.0,10.0,10.0,10.0,464.0,129.0,163.0,172.0,15.46666667,12.9,16.3,17.2,5.0,1.0,2.0,2.0,25.0,9.0,8.0,8.0,397.0,117.0,139.0,141.0,15.88,13.0,17.375,17.625,,,,,,,,,,,,,,,,,,0:00:00,60217.0,14:59:59,817715.0,win,1.0,10.0,1.0,9.5,1.0,9.5,1.0,9.0,1.0,9.0,1.0,8.0,1.0,9.5,1.0,9.0,1.0,8.0,1.0,5.0,1.0,3.0,Would you rather have  (a) $10 now or (b) $10 in 180 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60217.0,14:46:27,788036,win,1.0,0.008,0.016,0.0,0.016,0.0,0.02,0.0,0.0,0.0,362.6910569,358.89795919999995,377.56
61417.0,16:03:32,70019,748103,win,1.0,30.0,10.0,10.0,10.0,728.0,188.0,235.0,305.0,24.26666667,18.8,23.5,30.5,10.0,6.0,1.0,3.0,20.0,4.0,9.0,7.0,556.0,90.0,223.0,243.0,27.8,22.5,24.77777778,34.71428571,,,,,,,,,,,,,,,,,,1,61417.0,16:30:28,1420741.0,win,1.0,10.0,1.0,0.5,1.0,9.5,1.0,3.5,1.0,1.5,1.0,1.5,1.0,9.5,1.0,8.5,1.0,6.5,1.0,2.5,1.0,2.5,Would you rather have  (a) $0 for sure or (b) $10 with a 25% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61417.0,16:16:35,784228,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.048,315.02,330.16
60117.0,16:58:40,70021,1423162,win,1.0,30.0,10.0,10.0,10.0,1012.0,209.0,339.0,464.0,33.73333333,20.9,33.9,46.4,7.0,2.0,1.0,4.0,23.0,8.0,9.0,6.0,820.0,165.0,315.0,340.0,35.65217391,20.625,35.0,56.66666667,,,,,,,,,,,,,,,,,,0:00:00,60117.0,17:38:15,719019.0,win,1.0,10.0,1.0,9.5,1.0,9.5,1.0,3.5,1.0,0.5,1.0,1.0,1.0,9.5,1.0,7.5,1.0,4.0,1.0,4.0,1.0,2.0,Would you rather have  (a) $8.5 now or (b) $10 in 2 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60117.0,17:23:12,872435,win,1.0,0.5,1.0,0.0,0.8,0.2,1.0,0.0,1.0,0.0,,,
60517.0,9:27:26,70022,318548,win,1.0,30.0,10.0,10.0,10.0,895.0,95.0,269.0,531.0,29.83333333,9.5,26.9,53.1,4.0,2.0,0.0,2.0,26.0,8.0,10.0,8.0,786.0,76.0,269.0,441.0,30.23076923,9.5,26.9,55.125,,,,,,,,,,,,,,,,,,1,60517.0,9:47:48,682442.0,win,1.0,10.0,1.0,0.5,1.0,9.5,1.0,10.0,1.0,4.5,1.0,1.0,1.0,9.5,1.0,8.5,1.0,9.0,1.0,5.5,1.0,3.0,Would you rather have  (a) $6 for sure or (b) $10 with a 90% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60517.0,9:33:39,0:00:00,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.96,362.93,373.08
60617.0,18:10:37,70023,477723,win,1.0,30.0,10.0,10.0,10.0,1217.0,297.0,368.0,552.0,40.56666667,29.7,36.8,55.2,12.0,3.0,8.0,1.0,18.0,7.0,2.0,9.0,876.0,256.0,91.0,529.0,48.66666667,36.57142857,45.5,58.77777778,,,,,,,,,,,,,,,,,,1,60617.0,18:33:12,888186.0,win,1.0,10.0,1.0,9.5,1.0,7.0,1.0,6.5,1.0,4.5,1.0,5.5,1.0,9.5,1.0,8.5,1.0,7.0,1.0,6.5,1.0,3.5,Would you rather have  (a) $7.5 now or (b) $10 in 2 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60617.0,18:19:32,0:00:00,win,1.0,0.008,0.008,0.008,0.008,0.008,0.01,0.0,0.0,0.01,369.2741935,367.30303030000005,377.08
60517.0,13:32:49,70024,322521,win,1.0,30.0,10.0,10.0,10.0,472.0,129.0,169.0,174.0,15.73333333,12.9,16.9,17.4,5.0,2.0,1.0,2.0,25.0,8.0,9.0,8.0,421.0,103.0,154.0,164.0,16.84,12.875,17.11111111,20.5,,,,,,,,,,,,,,,,,,1,60517.0,13:52:08,782675.0,win,1.0,10.0,1.0,9.5,1.0,9.5,1.0,9.5,1.0,7.5,1.0,7.5,1.0,9.5,1.0,8.5,1.0,7.0,1.0,4.5,1.0,2.0,Would you rather have  (a) $8.5 for sure or (b) $10 with a 75% chance?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60517.0,13:38:37,0:00:00,win,1.0,0.004,0.0,0.008,0.0,0.008,0.0,0.0,0.0,0.01,304.10400000000004,302.17,311.84
60717.0,17:51:51,70025,395953,win,1.0,30.0,10.0,10.0,10.0,852.0,250.0,266.0,336.0,28.4,25.0,26.6,33.6,7.0,3.0,2.0,2.0,23.0,7.0,8.0,8.0,710.0,173.0,241.0,296.0,30.86956522,24.71428571,30.125,37.0,,,,,,,,,,,,,,,,,,1,60717.0,18:12:22,986278.0,win,1.0,10.0,1.0,9.0,1.0,7.0,1.0,5.0,1.0,3.5,1.0,2.5,1.0,9.5,1.0,5.0,1.0,5.5,1.0,3.5,1.0,2.5,Would you rather have  (a) $4 now or (b) $10 in 30 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60717.0,17:59:03,789969,win,1.0,0.004,0.0,0.008,0.008,0.0,0.0,0.04,0.0,0.0,285.192,283.23,293.04
61417.0,18:35:22,70028,803957,win,1.0,30.0,10.0,10.0,10.0,1478.0,559.0,506.0,413.0,49.26666667,55.9,50.6,41.3,23.0,5.0,9.0,9.0,7.0,5.0,1.0,1.0,492.0,329.0,92.0,71.0,70.28571429,65.8,92.0,71.0,,,,,,,,,,,,,,,,,,1,61417.0,19:02:52,894426.0,win,1.0,10.0,1.0,9.5,1.0,9.5,1.0,9.0,1.0,2.5,1.0,3.5,1.0,9.5,1.0,9.5,1.0,8.0,1.0,4.5,1.0,2.0,Would you rather have  (a) $10 now or (b) $10 in 2 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61417.0,18:49:20,802414,win,1.0,0.004,0.0,0.008,0.0,0.008,0.0,0.0,0.0,0.01,333.36,334.1,330.4
60217.0,10:45:06,70029,655606,win,1.0,30.0,10.0,10.0,10.0,1669.0,448.0,606.0,615.0,55.63333333,44.8,60.6,61.5,13.0,2.0,4.0,7.0,17.0,8.0,6.0,3.0,1160.0,430.0,450.0,280.0,68.23529412,53.75,75.0,93.33333333,,,,,,,,,,,,,,,,,,0:00:00,60217.0,11:10:08,470019.0,win,1.0,10.0,1.0,9.5,1.0,9.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,9.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,Would you rather have  (a) $3.5 for sure or (b) $10 with a 50% chance?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60217.0,10:56:34,800822,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.464,386.64,385.76
60717.0,11:47:44,70030,210192,win,1.0,30.0,10.0,10.0,10.0,243.0,68.0,82.0,93.0,8.1,6.8,8.2,9.3,1.0,1.0,0.0,0.0,29.0,9.0,10.0,10.0,235.0,60.0,82.0,93.0,8.103448276,6.666666667,8.2,9.3,,,,,,,,,,,,,,,,,,1,60717.0,12:05:49,954284.0,win,1.0,10.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,7.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,Would you rather have  (a) $6.5 for sure or (b) $10 with a 100% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60717.0,11:52:20,771223,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.592,369.9,383.36
60817.0,17:25:56,70031,270127,win,1.0,30.0,10.0,10.0,10.0,144.0,45.0,56.0,43.0,4.8,4.5,5.6,4.3,0.0,0.0,0.0,0.0,30.0,10.0,10.0,10.0,144.0,45.0,56.0,43.0,4.8,4.5,5.6,4.3,,,,,,,,,,,,,,,,,,1,60817.0,17:46:02,916937.0,win,1.0,9.0,1.0,0.5,1.0,9.5,1.0,9.5,1.0,1.0,1.0,0.5,1.0,9.5,1.0,8.5,1.0,7.0,0.0,0.0,1.0,1.0,Would you rather have  (a) $4.5 now or (b) $10 in 365 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60817.0,17:31:32,805913,win,1.0,0.008,0.0,0.016,0.0,0.016,0.0,0.0,0.0,0.02,360.19199999999995,361.72,354.08
60617.0,19:31:28,70032,483929,win,1.0,30.0,10.0,10.0,10.0,1111.0,339.0,431.0,341.0,37.03333333,33.9,43.1,34.1,14.0,3.0,4.0,7.0,16.0,7.0,6.0,3.0,610.0,235.0,280.0,95.0,38.125,33.57142857,46.66666667,31.66666667,,,,,,,,,,,,,,,,,,1,60617.0,19:53:34,845223.0,win,1.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,9.5,1.0,8.5,1.0,6.0,1.0,1.0,1.0,1.0,Would you rather have  (a) $3.5 for sure or (b) $10 with a 75% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60617.0,19:40:11,775572,win,1.0,0.016,0.024,0.008,0.024,0.008,0.03,0.0,0.0,0.01,396.557377,393.3608247,408.96
62017.0,18:32:18,70033,583157,win,1.0,30.0,10.0,10.0,10.0,1090.0,277.0,388.0,425.0,36.33333333,27.7,38.8,42.5,5.0,1.0,2.0,2.0,25.0,9.0,8.0,8.0,983.0,274.0,343.0,366.0,39.32,30.44444444,42.875,45.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,62017.0,18:56:12,608649.0,win,1.0,6.0,1.0,9.5,1.0,10.0,1.0,9.5,0.0,0.0,0.0,0.0,1.0,9.5,1.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,Would you rather have  (a) $5 for sure or (b) $10 with a 25% chance?,A,62017.0,18:42:38,790016,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.064,330.93,331.6
