INQUISIT_bart___script.startdate,INQUISIT_bart___script.starttime,script.subjectid,INQUISIT_bart___script.elapsedtime,INQUISIT_bart___computer.platform,INQUISIT_bart___values.completed,INQUISIT_bart___values.ballooncount,INQUISIT_bart___values.ballooncount_10,INQUISIT_bart___values.ballooncount_20,INQUISIT_bart___values.ballooncount_30,INQUISIT_bart___values.totalpumpcount,INQUISIT_bart___values.totalpumpcount_10,INQUISIT_bart___values.totalpumpcount_20,INQUISIT_bart___values.totalpumpcount_30,INQUISIT_bart___values.averagepumpcount,INQUISIT_bart___values.averagepumpcount_10,INQUISIT_bart___values.averagepumpcount_20,INQUISIT_bart___values.averagepumpcount_30,INQUISIT_bart___values.total_explosions,INQUISIT_bart___values.total_explosions_10,INQUISIT_bart___values.total_explosions_20,INQUISIT_bart___values.total_explosions_30,INQUISIT_bart___values.nonexplodedballoons,INQUISIT_bart___values.nonexplodedballoons_10,INQUISIT_bart___values.nonexplodedballoons_20,INQUISIT_bart___values.nonexplodedballoons_30,INQUISIT_bart___values.adjustedtotalpumpcount,INQUISIT_bart___values.adjustedtotalpumpcount_10,INQUISIT_bart___values.adjustedtotalpumpcount_20,INQUISIT_bart___values.adjustedtotalpumpcount_30,INQUISIT_bart___values.adjustedaveragepumpcount,INQUISIT_bart___values.adjustedaveragepumpcount_10,INQUISIT_bart___values.adjustedaveragepumpcount_20,INQUISIT_bart___values.adjustedaveragepumpcount_30,INQUISIT_delay_current___script.groupid,INQUISIT_delay_current___script.startdate,INQUISIT_delay_current___script.starttime,INQUISIT_delay_current___script.elapsedtime,INQUISIT_delay_current___computer.platform,INQUISIT_delay_current___values.completed,INQUISIT_delay_current___expressions.nips,INQUISIT_delay_current___values.t3_ip_found,INQUISIT_delay_current___values.t3_ip,INQUISIT_delay_current___values.t4_ip_found,INQUISIT_delay_current___values.t4_ip,INQUISIT_delay_current___values.t5_ip_found,INQUISIT_delay_current___values.t5_ip,INQUISIT_delay_current___values.p4_ip_found,INQUISIT_delay_current___values.p4_ip,INQUISIT_delay_current___text.subjectquestion.currentitem,INQUISIT_delay_current___text.subjectanswer.currentitem,INQUISIT_delay_original___script.groupid,INQUISIT_delay_original___script.startdate,INQUISIT_delay_original___script.starttime,INQUISIT_delay_original___script.elapsedtime,INQUISIT_delay_original___computer.platform,INQUISIT_delay_original___values.completed,INQUISIT_delay_original___expressions.nips,INQUISIT_delay_original___values.t1_ip_found,INQUISIT_delay_original___values.t1_ip,INQUISIT_delay_original___values.t2_ip_found,INQUISIT_delay_original___values.t2_ip,INQUISIT_delay_original___values.t3_ip_found,INQUISIT_delay_original___values.t3_ip,INQUISIT_delay_original___values.t4_ip_found,INQUISIT_delay_original___values.t4_ip,INQUISIT_delay_original___values.t5_ip_found,INQUISIT_delay_original___values.t5_ip,INQUISIT_delay_original___values.p1_ip_found,INQUISIT_delay_original___values.p1_ip,INQUISIT_delay_original___values.p2_ip_found,INQUISIT_delay_original___values.p2_ip,INQUISIT_delay_original___values.p3_ip_found,INQUISIT_delay_original___values.p3_ip,INQUISIT_delay_original___values.p4_ip_found,INQUISIT_delay_original___values.p4_ip,INQUISIT_delay_original___values.p5_ip_found,INQUISIT_delay_original___values.p5_ip,INQUISIT_delay_original___text.subjectquestion.currentitem,INQUISIT_delay_original___text.subjectanswer.currentitem,INQUISIT_delay_v2___script.groupid,INQUISIT_delay_v2___script.startdate,INQUISIT_delay_v2___script.starttime,INQUISIT_delay_v2___script.elapsedtime,INQUISIT_delay_v2___computer.platform,INQUISIT_delay_v2___values.completed,INQUISIT_delay_v2___expressions.nips,INQUISIT_delay_v2___values.t1_ip_found,INQUISIT_delay_v2___values.t1_ip,INQUISIT_delay_v2___values.t2_ip_found,INQUISIT_delay_v2___values.t2_ip,INQUISIT_delay_v2___values.t3_ip_found,INQUISIT_delay_v2___values.t3_ip,INQUISIT_delay_v2___values.t4_ip_found,INQUISIT_delay_v2___values.t4_ip,INQUISIT_delay_v2___values.t5_ip_found,INQUISIT_delay_v2___values.t5_ip,INQUISIT_delay_v2___values.p1_ip_found,INQUISIT_delay_v2___values.p1_ip,INQUISIT_delay_v2___values.p2_ip_found,INQUISIT_delay_v2___values.p2_ip,INQUISIT_delay_v2___values.p3_ip_found,INQUISIT_delay_v2___values.p3_ip,INQUISIT_delay_v2___values.p4_ip_found,INQUISIT_delay_v2___values.p4_ip,INQUISIT_delay_v2___values.p5_ip_found,INQUISIT_delay_v2___values.p5_ip,INQUISIT_delay_v2___text.subjectquestion.currentitem,INQUISIT_delay_v2___text.subjectanswer.currentitem,INQUISIT_gonogo___script.startdate,INQUISIT_gonogo___script.starttime,INQUISIT_gonogo___script.elapsedtime,INQUISIT_gonogo___computer.platform,INQUISIT_gonogo___values.completed,INQUISIT_gonogo___expressions.errorrate,INQUISIT_gonogo___expressions.errorrate_gotarget,INQUISIT_gonogo___expressions.errorrate_Nogotarget,INQUISIT_gonogo___expressions.error_verticalcue,INQUISIT_gonogo___expressions.error_horizontalcue,INQUISIT_gonogo___expressions.omissionerror_v,INQUISIT_gonogo___expressions.inhibitionerror_v,INQUISIT_gonogo___expressions.omissionerror_h,INQUISIT_gonogo___expressions.inhibitionerror_h,INQUISIT_gonogo___expressions.meanrt,INQUISIT_gonogo___expressions.meanrt_verticalcue_gotarget,INQUISIT_gonogo___expressions.meanrt_horizontalcue_gotarget
60917.0,13:00:50,70034,439809,win,1.0,30.0,10.0,10.0,10.0,852.0,197.0,314.0,341.0,28.4,19.7,31.4,34.1,10.0,4.0,2.0,4.0,20.0,6.0,8.0,6.0,670.0,130.0,288.0,252.0,33.5,21.66666667,36.0,42.0,,,,,,,,,,,,,,,,,,1,60917.0,13:26:09,1019099.0,win,1.0,10.0,1.0,9.5,1.0,9.5,1.0,8.5,1.0,6.5,1.0,6.0,1.0,9.5,1.0,9.0,1.0,6.5,1.0,4.5,1.0,2.0,Would you rather have  (a) $6.5 now or (b) $10 in 2 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60917.0,13:12:26,794960,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.57599999999996,329.8,343.68
60617.0,15:43:20,70035,581537,win,1.0,30.0,10.0,10.0,10.0,506.0,149.0,218.0,139.0,16.86666667,14.9,21.8,13.9,7.0,2.0,2.0,3.0,23.0,8.0,8.0,7.0,430.0,135.0,175.0,120.0,18.69565217,16.875,21.875,17.14285714,,,,,,,,,,,,,,,,,,1,60617.0,16:07:20,590342.0,win,1.0,10.0,1.0,9.5,1.0,9.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,9.5,1.0,8.5,1.0,7.0,1.0,4.5,1.0,2.0,Would you rather have  (a) $0.5 now or (b) $10 in 30 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60617.0,15:54:00,792186,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.08,340.39,338.84
61317.0,15:24:17,70036,436353,win,1.0,30.0,10.0,10.0,10.0,583.0,134.0,192.0,257.0,19.43333333,13.4,19.2,25.7,7.0,4.0,2.0,1.0,23.0,6.0,8.0,9.0,514.0,99.0,170.0,245.0,22.34782609,16.5,21.25,27.22222222,,,,,,,,,,,,,,,,,,1,61317.0,15:52:59,534371.0,win,1.0,10.0,1.0,0.5,1.0,9.5,1.0,7.5,1.0,0.5,1.0,0.5,1.0,9.5,1.0,6.5,1.0,1.0,1.0,0.5,1.0,0.5,Would you rather have  (a) $9.5 now or (b) $10 in 2 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61317.0,15:32:01,780216,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.368,307.12,313.36
61517.0,9:33:30,70037,405721,win,1.0,30.0,10.0,10.0,10.0,837.0,238.0,270.0,329.0,27.9,23.8,27.0,32.9,9.0,5.0,2.0,2.0,21.0,5.0,8.0,8.0,675.0,135.0,250.0,290.0,32.14285714,27.0,31.25,36.25,,,,,,,,,,,,,,,,,,1,61517.0,9:54:47,1096464.0,win,1.0,10.0,1.0,9.5,1.0,9.5,1.0,6.0,1.0,4.5,1.0,3.0,1.0,9.5,1.0,8.0,1.0,7.5,1.0,7.0,1.0,7.0,Would you rather have  (a) $8.5 now or (b) $10 in 2 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61517.0,9:40:41,836893,win,1.0,0.008,0.0,0.016,0.016,0.0,0.0,0.08,0.0,0.0,304.672,303.51,309.32
61317.0,17:06:58,70038,411161,win,1.0,30.0,10.0,10.0,10.0,319.0,47.0,108.0,164.0,10.63333333,4.7,10.8,16.4,4.0,1.0,2.0,1.0,26.0,9.0,8.0,9.0,291.0,44.0,91.0,156.0,11.19230769,4.8888888889999995,11.375,17.33333333,,,,,,,,,,,,,,,,,,1,61317.0,17:27:58,1025554.0,win,1.0,9.0,1.0,9.5,1.0,8.0,1.0,5.5,1.0,3.5,1.0,0.5,1.0,9.5,1.0,7.5,1.0,7.0,0.0,0.0,1.0,2.0,Would you rather have  (a) $5 for sure or (b) $10 with a 100% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61317.0,17:14:32,780262,win,1.0,0.004,0.0,0.008,0.0,0.008,0.0,0.0,0.0,0.01,340.264,337.58,351.0
61217.0,13:38:35,70039,466203,win,1.0,30.0,10.0,10.0,10.0,447.0,124.0,191.0,132.0,14.9,12.4,19.1,13.2,8.0,1.0,4.0,3.0,22.0,9.0,6.0,7.0,356.0,123.0,126.0,107.0,16.18181818,13.66666667,21.0,15.28571429,,,,,,,,,,,,,,,,,,1,61217.0,13:59:51,866929.0,win,1.0,10.0,1.0,9.5,1.0,9.5,1.0,5.5,1.0,2.5,1.0,0.5,1.0,9.5,1.0,9.0,1.0,7.5,1.0,5.0,1.0,1.0,Would you rather have  (a) $8 for sure or (b) $10 with a 75% chance?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61217.0,13:46:42,781029,win,1.0,0.032,0.008,0.055999999999999994,0.04,0.024,0.01,0.16,0.0,0.03,298.7741935,295.7979798,310.56
61517.0,17:37:49,70040,141791,win,1.0,30.0,10.0,10.0,10.0,117.0,34.0,42.0,41.0,3.9,3.4,4.2,4.1,0.0,0.0,0.0,0.0,30.0,10.0,10.0,10.0,117.0,34.0,42.0,41.0,3.9,3.4,4.2,4.1,1,61517.0,17:54:55,286306.0,win,1.0,4.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,5.5,Would you rather have  (a) $9.5 now or (b) $10 in 30 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61517.0,17:40:47,801595,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.44800000000004,405.51,410.2
61417.0,11:43:10,70041,497072,win,1.0,30.0,10.0,10.0,10.0,732.0,150.0,255.0,327.0,24.4,15.0,25.5,32.7,6.0,1.0,2.0,3.0,24.0,9.0,8.0,7.0,650.0,141.0,244.0,265.0,27.08333333,15.66666667,30.5,37.85714286,,,,,,,,,,,,,,,,,,1,61417.0,12:09:43,676563.0,win,1.0,10.0,1.0,9.5,1.0,9.5,1.0,9.5,1.0,8.5,1.0,5.5,1.0,9.5,1.0,8.0,1.0,7.0,1.0,2.5,1.0,1.0,Would you rather have  (a) $6 for sure or (b) $10 with a 75% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61417.0,11:51:41,1073828,win,1.0,0.004,0.008,0.0,0.008,0.0,0.01,0.0,0.0,0.0,323.9596774,321.7373737,332.76
62017.0,16:57:08,70042,272694,win,1.0,30.0,10.0,10.0,10.0,200.0,73.0,58.0,69.0,6.666666667,7.3,5.8,6.9,3.0,1.0,1.0,1.0,27.0,9.0,9.0,9.0,184.0,65.0,52.0,67.0,6.814814815,7.222222222,5.777777778,7.444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,62017.0,17:16:10,455061.0,win,1.0,8.0,1.0,9.0,1.0,8.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,1.0,0.5,Would you rather have  (a) $1.5 now or (b) $10 in 30 days?,A,62017.0,17:01:53,846500,win,1.0,0.004,0.0,0.008,0.0,0.008,0.0,0.0,0.0,0.01,376.384,369.5,403.92
60717.0,16:38:52,70044,342587,win,1.0,30.0,10.0,10.0,10.0,207.0,24.0,54.0,129.0,6.9,2.4,5.4,12.9,2.0,1.0,0.0,1.0,28.0,9.0,10.0,9.0,192.0,23.0,54.0,115.0,6.857142857,2.555555556,5.4,12.77777778,,,,,,,,,,,,,,,,,,1,60717.0,17:00:41,1358954.0,win,1.0,10.0,1.0,10.0,1.0,9.5,1.0,9.5,1.0,0.5,1.0,0.5,1.0,9.5,1.0,9.0,1.0,4.5,1.0,1.5,1.0,0.5,Would you rather have  (a) $2.5 for sure or (b) $10 with a 90% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60717.0,16:45:37,866536,win,1.0,0.012,0.016,0.008,0.0,0.024,0.0,0.0,0.08,0.01,370.8373984,366.68,388.9130435
70717.0,10:02:09,70048,168257,win,1.0,30.0,10.0,10.0,10.0,206.0,50.0,118.0,38.0,6.8666666670000005,5.0,11.8,3.8,3.0,1.0,1.0,1.0,27.0,9.0,9.0,9.0,198.0,46.0,117.0,35.0,7.333333333,5.1111111110000005,13.0,3.888888889,0:00:00,70717.0,10:20:15,404065.0,win,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.5,1.0,6.0,Would you rather have  (a) $6 for sure or (b) $10 with a 50% chance?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70717.0,10:06:18,788120,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.184,332.07,382.64
61517.0,12:49:44,70049,455696,win,1.0,30.0,10.0,10.0,10.0,911.0,278.0,314.0,319.0,30.36666667,27.8,31.4,31.9,10.0,2.0,4.0,4.0,20.0,8.0,6.0,6.0,690.0,256.0,192.0,242.0,34.5,32.0,32.0,40.33333333,,,,,,,,,,,,,,,,,,1,61517.0,13:11:48,1042890.0,win,1.0,10.0,1.0,9.5,1.0,8.5,1.0,1.5,1.0,0.5,1.0,1.0,1.0,9.5,1.0,3.5,1.0,2.5,1.0,1.5,1.0,0.5,Would you rather have  (a) $2.5 now or (b) $10 in 0 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61517.0,12:57:32,804733,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.776,437.42,419.2
62717.0,10:48:29,70050,528556,win,1.0,30.0,10.0,10.0,10.0,938.0,255.0,306.0,377.0,31.26666667,25.5,30.6,37.7,7.0,1.0,4.0,2.0,23.0,9.0,6.0,8.0,775.0,223.0,212.0,340.0,33.69565217,24.77777778,35.33333333,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,62717.0,11:11:59,718828.0,win,1.0,3.0,1.0,9.5,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $3.5 for sure or (b) $10 with a 25% chance?,A,62717.0,10:57:33,845808,win,1.0,0.012,0.024,0.0,0.024,0.0,0.03,0.0,0.0,0.0,444.5409836,440.1546392,461.56
61417.0,13:12:49,70051,224635,win,1.0,30.0,10.0,10.0,10.0,170.0,48.0,54.0,68.0,5.666666667,4.8,5.4,6.8,1.0,0.0,1.0,0.0,29.0,10.0,9.0,10.0,166.0,48.0,50.0,68.0,5.7241379310000005,4.8,5.555555556,6.8,,,,,,,,,,,,,,,,,,1,61417.0,13:36:11,1847559.0,win,1.0,10.0,1.0,9.5,1.0,9.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,8.5,1.0,7.0,1.0,7.0,1.0,5.0,1.0,2.0,Would you rather have  (a) $3.5 now or (b) $10 in 180 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61417.0,13:17:23,1115669,win,1.0,0.008,0.008,0.008,0.008,0.008,0.01,0.0,0.0,0.01,363.36290319999995,363.6666667,362.16
62217.0,9:21:11,70052,293568,win,1.0,30.0,10.0,10.0,10.0,329.0,109.0,125.0,95.0,10.96666667,10.9,12.5,9.5,3.0,1.0,0.0,2.0,27.0,9.0,10.0,8.0,300.0,95.0,125.0,80.0,11.11111111,10.55555556,12.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,62217.0,9:44:01,513265.0,win,1.0,2.0,0.0,0.0,0.0,0.0,1.0,5.5,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $9 now or (b) $10 in 0 days?,B,62217.0,9:27:20,933009,win,1.0,0.004,0.008,0.0,0.008,0.0,0.01,0.0,0.0,0.0,343.21774189999996,338.0808081,363.56
61517.0,16:02:12,70053,297770,win,1.0,30.0,10.0,10.0,10.0,337.0,120.0,108.0,109.0,11.23333333,12.0,10.8,10.9,2.0,1.0,0.0,1.0,28.0,9.0,10.0,9.0,324.0,108.0,108.0,108.0,11.57142857,12.0,10.8,12.0,,,,,,,,,,,,,,,,,,1,61517.0,16:20:58,944809.0,win,1.0,10.0,1.0,9.5,1.0,9.0,1.0,9.0,1.0,5.5,1.0,3.5,1.0,9.5,1.0,8.5,1.0,7.0,1.0,6.0,1.0,2.5,Would you rather have  (a) $9 now or (b) $10 in 30 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61517.0,16:07:24,805714,win,1.0,0.004,0.0,0.008,0.008,0.0,0.0,0.04,0.0,0.0,311.184,311.1,311.52
72417.0,17:51:15,70054,0:00:00,win,1.0,30.0,10.0,10.0,10.0,171.0,57.0,59.0,55.0,5.7,5.7,5.9,5.5,2.0,1.0,0.0,1.0,28.0,9.0,10.0,9.0,162.0,50.0,59.0,53.0,5.785714286,5.555555556,5.9,5.8888888889999995,1,72417.0,18:09:02,317580.0,win,1.0,2.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,Would you rather have  (a) $4 now or (b) $10 in 365 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72417.0,17:55:02,0:00:00,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.344,296.19,286.96
61917.0,13:59:30,70055,298574,win,1.0,30.0,10.0,10.0,10.0,518.0,96.0,175.0,247.0,17.26666667,9.6,17.5,24.7,4.0,1.0,0.0,3.0,26.0,9.0,10.0,7.0,431.0,87.0,175.0,169.0,16.57692308,9.666666667000001,17.5,24.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,61917.0,14:19:51,965144.0,win,1.0,4.0,0.0,0.0,1.0,9.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $0 for sure or (b) $10 with a 75% chance?,B,61917.0,14:05:47,823799,win,1.0,0.004,0.008,0.0,0.008,0.0,0.01,0.0,0.0,0.0,391.1048387,390.94949489999993,391.72
62917.0,16:58:52,70056,789861,win,1.0,30.0,10.0,10.0,10.0,1066.0,365.0,271.0,430.0,35.53333333,36.5,27.1,43.0,8.0,2.0,4.0,2.0,22.0,8.0,6.0,8.0,800.0,258.0,164.0,378.0,36.36363636,32.25,27.33333333,47.25,1,62917.0,17:27:11,469632.0,win,1.0,3.0,1.0,10.0,1.0,7.0,1.0,6.5,0.0,0.0,Would you rather have  (a) $9.5 now or (b) $10 in 180 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62917.0,17:13:08,825230,win,1.0,0.008,0.0,0.016,0.0,0.016,0.0,0.0,0.0,0.02,346.912,346.17,349.88
71017.0,14:49:52,70057,481374,win,1.0,30.0,10.0,10.0,10.0,949.0,228.0,326.0,395.0,31.63333333,22.8,32.6,39.5,7.0,3.0,2.0,2.0,23.0,7.0,8.0,8.0,842.0,196.0,276.0,370.0,36.60869565,28.0,34.5,46.25,0:00:00,71017.0,15:12:06,284026.0,win,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Would you rather have  (a) $1 now or (b) $10 in 30 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71017.0,14:58:32,801099,win,1.0,0.012,0.008,0.016,0.008,0.016,0.01,0.0,0.0,0.02,404.1935484,400.7070707,418.0
61917.0,12:59:20,70058,428529,win,1.0,30.0,10.0,10.0,10.0,184.0,42.0,72.0,70.0,6.1333333329999995,4.2,7.2,7.0,3.0,0.0,0.0,3.0,27.0,10.0,10.0,7.0,162.0,42.0,72.0,48.0,6.0,4.2,7.2,6.857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,61917.0,13:23:58,673375.0,win,1.0,5.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.5,Would you rather have  (a) $7 now or (b) $10 in 30 days?,A,61917.0,13:09:50,835555,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.13599999999997,340.91,362.04
62217.0,17:31:09,70059,174053,win,1.0,30.0,10.0,10.0,10.0,174.0,58.0,63.0,53.0,5.8,5.8,6.3,5.3,3.0,1.0,2.0,0.0,27.0,9.0,8.0,10.0,159.0,52.0,54.0,53.0,5.8888888889999995,5.777777778,6.75,5.3,1,62217.0,17:48:18,326457.0,win,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,Would you rather have  (a) $6.5 for sure or (b) $10 with a 50% chance?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62217.0,17:34:17,812094,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.8,422.52,443.92
62017.0,11:09:04,70060,860376,win,1.0,30.0,10.0,10.0,10.0,1314.0,311.0,463.0,540.0,43.8,31.1,46.3,54.0,13.0,1.0,6.0,6.0,17.0,9.0,4.0,4.0,763.0,297.0,226.0,240.0,44.88235294,33.0,56.5,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,62017.0,11:37:18,794614.0,win,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0.0,0.0,Would you rather have  (a) $4 for sure or (b) $10 with a 50% chance?,B,62017.0,11:23:45,802994,win,1.0,0.008,0.0,0.016,0.0,0.016,0.0,0.0,0.0,0.02,303.296,305.45,294.68
70617.0,18:14:41,70061,433622,win,1.0,30.0,10.0,10.0,10.0,1285.0,363.0,454.0,468.0,42.83333333,36.3,45.4,46.8,13.0,2.0,7.0,4.0,17.0,8.0,3.0,6.0,831.0,295.0,185.0,351.0,48.88235294,36.875,61.66666667,58.5,0:00:00,70617.0,18:36:28,389229.0,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $1 for sure or (b) $10 with a 50% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70617.0,18:22:24,811825,win,1.0,0.02,0.024,0.016,0.024,0.016,0.01,0.08,0.08,0.0,331.5737705,324.8282828,360.6086957
80317.0,10:02:54,70062,183371,win,1.0,30.0,10.0,10.0,10.0,128.0,46.0,38.0,44.0,4.266666667,4.6,3.8,4.4,3.0,1.0,1.0,1.0,27.0,9.0,9.0,9.0,121.0,43.0,35.0,43.0,4.481481481,4.777777778,3.888888889,4.777777778,0:00:00,80317.0,10:20:10,759760.0,win,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $4 for sure or (b) $10 with a 50% chance?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80317.0,10:06:38,780076,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.45599999999996,335.34,340.92
62817.0,16:04:09,70063,144578,win,1.0,30.0,10.0,10.0,10.0,269.0,87.0,101.0,81.0,8.966666667,8.7,10.1,8.1,2.0,0.0,0.0,2.0,28.0,10.0,10.0,8.0,258.0,87.0,101.0,70.0,9.214285713999999,8.7,10.1,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,62817.0,16:20:36,460832.0,win,1.0,6.0,0.0,0.0,1.0,9.5,0.0,0.0,1.0,6.0,1.0,2.0,1.0,9.5,1.0,9.5,1.0,10.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $7.5 for sure or (b) $10 with a 50% chance?,B,62817.0,16:07:15,773844,win,1.0,0.036000000000000004,0.008,0.064,0.016,0.055999999999999994,0.01,0.04,0.0,0.07,303.9435484,307.9090909,288.24
62717.0,15:44:11,70064,355832,win,1.0,30.0,10.0,10.0,10.0,867.0,207.0,365.0,295.0,28.9,20.7,36.5,29.5,13.0,3.0,4.0,6.0,17.0,7.0,6.0,4.0,560.0,156.0,240.0,164.0,32.94117647,22.28571429,40.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,62717.0,16:05:03,673075.0,win,1.0,3.0,1.0,9.5,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $3 now or (b) $10 in 30 days?,B,62717.0,15:51:29,772900,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.8,300.88,305.48
62717.0,13:27:17,70065,623465,win,1.0,30.0,10.0,10.0,10.0,944.0,172.0,293.0,479.0,31.46666667,17.2,29.3,47.9,5.0,1.0,2.0,2.0,25.0,9.0,8.0,8.0,800.0,153.0,269.0,378.0,32.0,17.0,33.625,47.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,62717.0,13:58:43,735764.0,win,1.0,3.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,1.0,3.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $7.5 for sure or (b) $10 with a 90% chance?,B,62717.0,13:38:07,801197,win,1.0,0.004,0.0,0.008,0.0,0.008,0.0,0.0,0.0,0.01,385.728,378.92,412.96
